tm,spotName,th3,ws,sky,rhm,pop
2020-03-21 15:00,(양평)몽양여운형기념관,20,3,3,40,20
2020-03-21 15:00,(양평)두물머리,20,3,3,40,20
2020-03-21 15:00,(양평)용문산관광지,18,3,3,45,20
2020-03-21 15:00,(양평)양평레일바이크,18,3,3,45,20
2020-03-21 15:00,(양평)미리내승마클럽,18,3,3,50,20
2020-03-21 15:00,(양평)친환경농업박물관,18,3,3,45,20
2020-03-21 15:00,(양평)보릿고개마을,18,3,3,45,20
2020-03-21 15:00,(양평)양평물소리길,19,3,3,40,20
2020-03-21 15:00,(양평)황순원문학촌 소나기마을,18,3,3,40,20
2020-03-21 15:00,(양평)세미원,20,3,3,40,20
2020-03-21 15:00,(양평)용문산,18,3,3,45,20
2020-03-21 15:00,(양평)들꽃수목원,19,3,3,40,20
2020-03-21 15:00,(양평)양평군립미술관,19,3,3,40,20
2020-03-21 15:00,(인제)번지점프,17,3,3,25,20
2020-03-21 15:00,(홍천)수타사,18,3,3,40,20
2020-03-21 15:00,(고성)김일성 별장,16,5,3,20,20
2020-03-21 15:00,(속초)아바이마을,15,5,3,20,20
2020-03-21 15:00,(속초)대포항,17,5,3,20,20
2020-03-21 15:00,(고성)통일전망대,15,5,3,20,20
2020-03-21 15:00,(속초)등대전망대,15,5,3,20,20
2020-03-21 15:00,(평창)효석문학관,16,3,3,55,20
2020-03-21 15:00,(강릉)커피거리,18,5,3,20,20
2020-03-21 15:00,(강릉)바우길5코스,17,5,3,20,20
2020-03-21 15:00,(태백)바람의언덕,17,3,3,20,20
2020-03-21 15:00,(삼척)너와마을,18,4,3,20,20
2020-03-21 15:00,(삼척)해양레일바이크,17,5,3,20,20
2020-03-21 15:00,(태백)구문소,17,3,3,20,20
2020-03-21 15:00,(태백)검룡소,17,3,3,20,20
2020-03-21 15:00,(태백)고생대자연사박물관,17,3,3,20,20
2020-03-21 15:00,(삼척)환선굴,18,5,3,20,20
2020-03-21 15:00,(삼척)이사부사자공원,16,5,3,20,20
2020-03-21 15:00,(태백)황지연못,17,3,3,20,20
2020-03-21 15:00,(태백)석탄박물관,16,3,3,20,20
2020-03-21 15:00,(삼척)삼척온천,16,5,3,20,20
2020-03-21 15:00,(원주)허브팜,18,3,3,45,20
2020-03-21 15:00,(영월)청령포,19,3,3,35,20
2020-03-21 15:00,(강릉)주문진수산시장,16,5,3,20,20
2020-03-21 15:00,(강릉)정동진,17,5,3,20,20
2020-03-21 15:00,(강릉)대관령박물관,18,5,3,20,20
2020-03-21 15:00,(강릉)단오문화관,18,5,3,20,20
2020-03-21 15:00,(강릉)통일공원,17,5,3,20,20
2020-03-21 15:00,(횡성)올챙이추억 전시관,14,3,3,55,20
2020-03-21 15:00,(속초)설악산케이블카,17,5,3,20,20
2020-03-21 15:00,(고성)거진항,16,5,3,20,20
2020-03-21 15:00,(춘천)소양강댐,18,3,3,35,20
2020-03-21 15:00,(양양)남애항,15,5,3,20,20
2020-03-21 15:00,(양양)하조대,14,5,3,20,20
2020-03-21 15:00,(속초)천산온천,15,5,3,20,20
2020-03-21 15:00,(강릉)하슬라아트월드,17,5,3,20,20
2020-03-21 15:00,(동해)고래화석박물관,15,5,3,20,20
2020-03-21 15:00,(증평)증평장뜰전통시장,21,4,4,40,30
2020-03-21 15:00,(증평)민속체험박물관,21,4,4,40,30
2020-03-21 15:00,(청원)운보의집,21,4,4,40,30
2020-03-21 15:00,(진천)농다리,21,3,4,35,30
2020-03-21 15:00,(진천)진천종박물관,21,3,4,30,30
2020-03-21 15:00,(진천)길상사,21,3,4,30,30
2020-03-21 15:00,(보은)선병국가옥,21,3,4,35,30
2020-03-21 15:00,(보은)삼년산성,21,3,4,35,30
2020-03-21 15:00,(청주)수암골,21,3,4,40,30
2020-03-21 15:00,(단양)고수동굴,20,5,3,35,20
2020-03-21 15:00,(충주)미륵리사지,19,5,4,40,30
2020-03-21 15:00,(제천)청풍호유람선,20,5,3,45,20
2020-03-21 15:00,(제천)청풍문화재단지,20,5,3,45,20
2020-03-21 15:00,(음성)반기문총장생가,20,4,4,45,30
2020-03-21 15:00,(단양)충주호유람선,20,4,3,40,20
2020-03-21 15:00,(옥천)정지용문학관,21,3,4,40,30
2020-03-21 15:00,(옥천)장계관광지,21,3,4,40,30
2020-03-21 15:00,(영동)난계국악전수관,22,3,3,40,20
2020-03-21 15:00,(청주)수암골벽화마을,21,3,4,40,30
2020-03-21 15:00,(청주)초정약수,21,4,4,40,30
2020-03-21 15:00,(증평)좌구산 천문대,21,4,4,40,30
2020-03-21 15:00,(청주)오송국제바이오산업엑스포,21,3,4,35,30
2020-03-21 15:00,(청주)육거리시장,21,3,4,40,30
2020-03-21 15:00,(청주)성안길,21,3,4,40,30
2020-03-21 15:00,(청주)미래지테마공원,21,3,4,40,30
2020-03-21 15:00,(충주)수안보 온천,19,5,4,40,30
2020-03-21 15:00,(충주)미륵대원지,19,5,4,40,30
2020-03-21 15:00,(충주)충주고구려비,20,4,4,45,30
2020-03-21 15:00,(충주)세계술박물관 리쿼리움,20,4,4,45,30
2020-03-21 15:00,(괴산)산막이 옛길,20,5,4,35,30
2020-03-21 15:00,(괴산)조령 제3관문,19,4,4,40,30
2020-03-21 15:00,(진천)김유신 탄생지,21,3,4,30,30
2020-03-21 15:00,(진천)종박물관,21,3,4,30,30
2020-03-21 15:00,(영동)와인코리아,22,3,3,35,20
2020-03-21 15:00,(영동)난계국악박물관,22,3,3,40,20
2020-03-21 15:00,(영동)옥계폭포,22,3,3,40,20
2020-03-21 15:00,(옥천)육영수 생가,21,3,4,40,30
2020-03-21 15:00,(단양)장회나루,20,4,3,40,20
2020-03-21 15:00,(단양)다누리 아쿠아리움,20,5,3,35,20
2020-03-21 15:00,(체천)청풍호 관광모노레일,20,5,3,45,20
2020-03-21 15:00,(제천)한방엑스포공원,19,5,3,40,20
2020-03-21 15:00,(제천)청풍랜드,20,5,3,45,20
2020-03-21 15:00,(제천)의림지,19,5,3,40,20
2020-03-21 15:00,(제천)배론성지,19,5,3,45,20
2020-03-21 15:00,(진천)배티성지,21,3,4,40,30
2020-03-21 15:00,(음성)음성꽃동네,21,3,4,35,30
2020-03-21 15:00,(괴산)연풍성지,19,4,4,40,30
2020-03-21 15:00,(음성)감곡매괴성당,19,3,4,45,30
2020-03-21 15:00,(예산)리솜스파캐슬,17,3,4,55,30
2020-03-21 15:00,(예산)충의사,17,3,4,55,30
2020-03-21 15:00,(서산)해미성지,15,3,4,60,30
2020-03-21 15:00,(천안)상록리조트 아쿠아피아,21,3,4,35,30
2020-03-21 15:00,(천안)천안박물관,21,3,4,50,30
2020-03-21 15:00,(천안)각원사,21,3,4,50,30
2020-03-21 15:00,(천안)우정박물관,21,3,4,50,30
2020-03-21 15:00,(아산)추사고택,20,3,4,50,30
2020-03-21 15:00,(아산)천연기념물 백송,20,3,4,50,30
2020-03-21 15:00,(아산)아산레일바이크,20,3,4,50,30
2020-03-21 15:00,(아산)도고 파라다이스 스파,20,3,4,50,30
2020-03-21 15:00,(천안)독립기념관,20,3,4,35,30
2020-03-21 15:00,(천안)유관순열사기념관,21,3,4,35,30
2020-03-21 15:00,(천안)테딘워터파크,21,3,4,35,30
2020-03-21 15:00,(서산)서산동부시장,16,3,4,65,30
2020-03-21 15:00,(서산)동문동성당,16,3,4,65,30
2020-03-21 15:00,(서산)상흥리 공소,17,3,4,65,30
2020-03-21 15:00,(서산)계암고택,17,3,4,65,30
2020-03-21 15:00,(서천)희리산,15,3,1,65,0
2020-03-21 15:00,(서천서천특화시장,17,3,1,65,0
2020-03-21 15:00,(서천희리산해송자연휴양림,15,3,1,65,0
2020-03-21 15:00,(예산)봉수산자연휴양림,20,3,3,50,20
2020-03-21 15:00,(보령)석탄박물관,16,3,3,65,20
2020-03-21 15:00,(청양)칠갑호,20,3,3,50,20
2020-03-21 15:00,(예산)의좋은형제공원,20,3,3,50,20
2020-03-21 15:00,(부여)무량사,16,3,3,60,20
2020-03-21 15:00,(보령)성주사지,16,3,3,65,20
2020-03-21 15:00,(보령)무창포항,15,3,3,65,20
2020-03-21 15:00,(태안)솔모랫길,13,3,3,75,20
2020-03-21 15:00,(태안)영목항,12,3,3,75,20
2020-03-21 15:00,(예산)광시암소한우촌,20,3,3,50,20
2020-03-21 15:00,(예산)한국고건축박물관,17,3,4,55,30
2020-03-21 15:00,(보성)보성차밭,21,3,1,50,0
2020-03-21 15:00,(나주)영산강황포돛배,21,3,1,45,0
2020-03-21 15:00,(완도)청산도 올레길,17,3,1,70,0
2020-03-21 15:00,(완도)완도,19,3,1,55,0
2020-03-21 15:00,(순천)순천만,22,3,1,50,0
2020-03-21 15:00,(진도)운림산방,19,3,1,60,0
2020-03-21 15:00,(해남)울돌목 거북배,19,5,1,55,0
2020-03-21 15:00,(목포)종합수산시장,18,5,1,50,0
2020-03-21 15:00,(무안)전남도립국악단,19,5,1,50,0
2020-03-21 15:00,(담양)메타세콰이어 가로수길,22,3,1,50,0
2020-03-21 15:00,(담양)삼지내마을,22,2,1,50,0
2020-03-21 15:00,(순천)고인돌 공원,22,3,1,45,0
2020-03-21 15:00,(함평)꽃무릇공원,20,2,1,50,0
2020-03-21 15:00,(완도)보길도,18,3,1,65,0
2020-03-21 15:00,(함평)국향대전,20,6,1,50,0
2020-03-21 15:00,(진도)녹진전망대,18,4,1,60,0
2020-03-21 15:00,(해남)땅끝마을,17,3,1,65,0
2020-03-21 15:00,(목포)유달산,18,5,1,50,0
2020-03-21 15:00,(영광)법성포,18,4,1,60,0
2020-03-21 15:00,(영암)영암 F1경기장,19,5,1,50,0
2020-03-21 15:00,(안동)한국국학진흥원,20,3,3,25,20
2020-03-21 15:00,(안동)도산서원,20,3,3,25,20
2020-03-21 15:00,(안동)이육사문학관,20,3,3,25,20
2020-03-21 15:00,(안동)퇴계태실,20,3,3,25,20
2020-03-21 15:00,(안동)농암종택,20,3,3,25,20
2020-03-21 15:00,(안동)오천군자리,21,3,3,25,20
2020-03-21 15:00,(제주)한라생태숲,25,3,1,30,0
2020-03-21 15:00,(제주)제주4·3평화공원,25,3,1,30,0
2020-03-21 15:00,(제주)동문재래시장,23,3,1,45,0
2020-03-21 15:00,(제주)제주현대미술관,17,5,1,85,0
2020-03-21 15:00,(서귀포)제주민속촌박물관,19,4,1,65,0
2020-03-21 15:00,(제주)제주민속자연사박물관,23,3,1,45,0
2020-03-21 15:00,(제주)제주해녀박물관,21,4,1,55,0
2020-03-21 15:00,(제주)제주도립미술관,22,3,1,45,0
2020-03-21 15:00,(제주)제주돌마을공원,19,3,1,70,0
2020-03-21 15:00,(서귀포)서귀포시립기당미술관,18,2,1,70,0
2020-03-21 15:00,(제주)5.16도로숲터널,24,3,1,35,0
2020-03-21 15:00,(제주)오월의 꽃,17,5,1,85,0
2020-03-21 15:00,(서귀포)엉또폭포,19,4,3,70,20
2020-03-21 15:00,(제주)한림공원,19,3,1,70,0
2020-03-21 15:00,(제주)토끼섬,21,4,1,55,0
2020-03-21 15:00,(서귀포)성산일출봉,21,5,1,55,0
2020-03-21 15:00,(서귀포)일출랜드,21,5,1,55,0
2020-03-21 15:00,(서귀포)제주월드컵경기장,19,4,3,70,20
2020-03-21 15:00,(서귀포)제주유리박물관,18,4,1,70,0
2020-03-21 15:00,(서귀포)제주테디베어박물관,18,4,1,70,0
2020-03-21 15:00,(서귀포)외돌개,18,4,3,70,20
2020-03-21 15:00,(서귀포)신양섭지코지 해변,21,5,1,55,0
2020-03-21 15:00,(서귀포)제주추사관,17,5,1,70,0
2020-03-21 15:00,(서귀포)건강과 성 박물관,16,4,1,70,0
2020-03-21 15:00,(제주)제주향교,22,3,1,45,0
2020-03-21 15:00,(제주)생각하는 정원,17,5,1,85,0
2020-03-21 15:00,(제주)월령선인장자생지,19,3,1,70,0
2020-03-21 15:00,(서귀포)소리섬박물관,18,4,1,70,0
2020-03-21 15:00,(제주)애월해안도로,20,4,1,65,0
2020-03-21 15:00,(서귀포)용머리해안,16,4,1,70,0
2020-03-21 15:00,(서귀포)소인국테마파크,16,4,1,70,0
2020-03-21 15:00,(서귀포)오설록녹차박물관,16,4,1,70,0
2020-03-21 15:00,(서귀포)남원큰엉,19,3,1,65,0
2020-03-21 15:00,(서귀포)천지연폭포,18,4,3,70,20
2020-03-21 15:00,(서귀포)중문관광단지,19,4,1,70,0
2020-03-21 15:00,(제주)함덕해수욕장,24,3,1,35,0
2020-03-21 15:00,(제주)생각하는정원,17,5,1,85,0
2020-03-21 15:00,(제주)프시케월드 나비박물관,20,4,1,65,0
2020-03-21 15:00,(서귀포)성읍민속마을,19,4,1,65,0
2020-03-21 15:00,(서귀포)성산갑문입구,21,5,1,55,0
2020-03-21 15:00,(서귀포)목화휴게소,21,5,1,55,0
2020-03-21 15:00,(서귀포)말미오름,21,5,1,55,0
2020-03-21 15:00,(서귀포)시흥초등학교,21,5,1,55,0
2020-03-21 15:00,(서귀포)수마포,21,5,1,55,0
2020-03-21 15:00,(서귀포)광치기해변,21,5,1,55,0
2020-03-21 15:00,(서귀포)종달리 옛 소금밭,21,4,1,55,0
2020-03-21 15:00,(서귀포)종달초등학교,21,4,1,55,0
2020-03-21 15:00,(서귀포)알오름,19,4,1,65,0
2020-03-21 15:00,(서귀포)식산봉,21,5,1,55,0
2020-03-21 15:00,(서귀포)족지물,21,5,1,55,0
2020-03-21 15:00,(서귀포)오조리마을회관,21,5,1,55,0
2020-03-21 15:00,(서귀포)홍마트,21,5,1,55,0
2020-03-21 15:00,(서귀포)대수산봉,21,5,1,55,0
2020-03-21 15:00,(서귀포)말 방목장입구,21,5,1,55,0
2020-03-21 15:00,(서귀포)온평포구,21,5,1,55,0
2020-03-21 15:00,(서귀포)난산리,21,5,1,55,0
2020-03-21 15:00,(서귀포)배고픈다리,19,4,1,65,0
2020-03-21 15:00,(서귀포)표선해비치 해변,19,4,1,65,0
2020-03-21 15:00,(서귀포)신풍신청 바다목장,21,5,1,55,0
2020-03-21 15:00,(서귀포)독자봉,21,5,1,55,0
2020-03-21 15:00,(서귀포)통오름,21,5,1,55,0
2020-03-21 15:00,(서귀포)남원포구,19,3,1,65,0
2020-03-21 15:00,(서귀포)망오름 정상,19,4,1,65,0
2020-03-21 15:00,(서귀포)해병대길,19,4,1,65,0
2020-03-21 15:00,(서귀포)표선해비치 해변/해양수산연구소,19,4,1,65,0
2020-03-21 15:00,(서귀포)영천사/삼석교,19,4,1,65,0
2020-03-21 15:00,(서귀포)쇠소깍,19,3,1,65,0
2020-03-21 15:00,(서귀포)망장포/예촌망,19,3,1,65,0
2020-03-21 15:00,(서귀포)넙빌레,19,3,1,65,0
2020-03-21 15:00,(서귀포)동백나무군락/조배머들코지,19,3,1,65,0
2020-03-21 15:00,(서귀포)종정테웃개,19,3,1,65,0
2020-03-21 15:00,(서귀포)검은여 쉼터,18,3,1,65,0
2020-03-21 15:00,(서귀포)구두미 포구,18,4,3,70,20
2020-03-21 15:00,(서귀포)제지기오름,18,4,3,70,20
2020-03-21 15:00,(서귀포)삼매봉입구,18,2,1,70,0
2020-03-21 15:00,(서귀포)제주올레사무국&안내국,18,2,1,70,0
2020-03-21 15:00,(서귀포)남성리사거리,18,4,3,70,20
2020-03-21 15:00,(서귀포)서귀포 매일올레시장/서귀포항,18,4,3,70,20
2020-03-21 15:00,(서귀포)월평마을 아왜낭목,19,4,3,70,20
2020-03-21 15:00,(서귀포)돔베낭길,19,4,3,70,20
2020-03-21 15:00,(서귀포)법환포구,19,4,3,70,20
2020-03-21 15:00,(서귀포)서건도 앞,19,4,3,70,20
2020-03-21 15:00,(서귀포)강정천,19,4,3,70,20
2020-03-21 15:00,(서귀포)월평포구,19,4,3,70,20
2020-03-21 15:00,(서귀포)수봉로,18,2,1,70,0
2020-03-21 15:00,(서귀포)제남아동복지센터,18,4,3,70,20
2020-03-21 15:00,(서귀포)고근산 정상,18,4,3,70,20
2020-03-21 15:00,(서귀포)대신중학교,19,4,3,70,20
2020-03-21 15:00,(서귀포)하논분화구,19,4,3,70,20
2020-03-21 15:00,(서귀포)서호초등학교,19,4,3,70,20
2020-03-21 15:00,(서귀포)삼매봉 입구 삼거리,18,2,1,70,0
2020-03-21 15:00,(서귀포)대포포구,19,4,1,70,0
2020-03-21 15:00,(서귀포)주상절리 안내소,19,4,1,70,0
2020-03-21 15:00,(서귀포)베릿네오름 입구,19,4,1,70,0
2020-03-21 15:00,(서귀포)예래생태공원,18,4,1,70,0
2020-03-21 15:00,(서귀포)논짓물,18,4,1,70,0
2020-03-21 15:00,(서귀포)중문색달해변,18,4,1,70,0
2020-03-21 15:00,(서귀포)약천사,19,4,1,70,0
2020-03-21 15:00,(서귀포)대평포구,16,4,1,70,0
2020-03-21 15:00,(서귀포)화순 금모래해변,16,4,1,70,0
2020-03-21 15:00,(서귀포)자귀나무 숲길/황개천,16,4,1,70,0
2020-03-21 15:00,(서귀포)진모르동산,16,4,1,70,0
2020-03-21 15:00,(서귀포)볼레낭길/월라봉,16,4,1,70,0
2020-03-21 15:00,(서귀포)몰질,19,4,3,70,20
2020-03-21 15:00,(서귀포)송악산/송악산 전망대,17,5,1,70,0
2020-03-21 15:00,(서귀포)섯알오름4?3희생자 추모비,17,5,1,70,0
2020-03-21 15:00,(서귀포)사계포구,16,4,1,70,0
2020-03-21 15:00,(서귀포)산방연대,16,4,1,70,0
2020-03-21 15:00,(서귀포)하모해수욕장/모슬포항,17,5,1,70,0
2020-03-21 15:00,(서귀포)무릉 생태학교,17,5,1,70,0
2020-03-21 15:00,(서귀포)효자정려비,17,5,1,70,0
2020-03-21 15:00,(서귀포)정개왓 광장,17,5,1,70,0
2020-03-21 15:00,(서귀포)신평곶자왈,17,5,1,70,0
2020-03-21 15:00,(서귀포)정난주 마리아 성지,17,5,1,70,0
2020-03-21 15:00,(서귀포)모슬봉,17,5,1,70,0
2020-03-21 15:00,(서귀포)대정여고,17,5,1,70,0
2020-03-21 15:00,(서귀포)모슬포항,17,5,1,70,0
2020-03-21 15:00,(서귀포)녹남봉,17,5,1,70,0
2020-03-21 15:00,(서귀포)신도 생태연못,17,5,1,70,0
2020-03-21 15:00,(제주)용수포구,17,5,1,85,0
2020-03-21 15:00,(제주)생이기정길,17,5,1,85,0
2020-03-21 15:00,(제주)당산봉,17,5,1,85,0
2020-03-21 15:00,(제주)한장동 마을회관/수월봉,17,5,1,85,0
2020-03-21 15:00,(제주)저지마을 회관,17,5,1,85,0
2020-03-21 15:00,(제주)저지오름,17,5,1,85,0
2020-03-21 15:00,(제주)낙천리의자마을,17,5,1,85,0
2020-03-21 15:00,(제주)고사리숲길,17,5,1,85,0
2020-03-21 15:00,(제주)특전사숲길,17,5,1,85,0
2020-03-21 15:00,(제주)충혼탑사거리/용수저수지,17,5,1,85,0
2020-03-21 15:00,(제주)옹포포구,19,3,1,70,0
2020-03-21 15:00,(제주)협재해수욕장,19,3,1,70,0
2020-03-21 15:00,(제주)무명천/월령 선인장 자생지,19,3,1,70,0
2020-03-21 15:00,(제주)오시록헌 농로,19,3,1,70,0
2020-03-21 15:00,(제주)큰소낭 숲길,19,3,1,70,0
2020-03-21 15:00,(제주)한림항 비양도 도항선 선착장,19,3,1,70,0
2020-03-21 15:00,(제주)대수포구,19,3,1,70,0
2020-03-21 15:00,(제주)고내포구,20,4,1,65,0
2020-03-21 15:00,(제주)고내봉 입구,20,4,1,65,0
2020-03-21 15:00,(제주)백일홍길,20,4,1,65,0
2020-03-21 15:00,(제주)납읍초등학교 금산공원입구,20,4,1,65,0
2020-03-21 15:00,(제주)영새성물/선운정사,20,4,1,65,0
2020-03-21 15:00,(제주)광령1리 사무소,20,4,1,65,0
2020-03-21 15:00,(제주)청화마을,20,4,1,65,0
2020-03-21 15:00,(제주)항몽유적지,20,4,1,65,0
2020-03-21 15:00,(제주)수산저수지,20,4,1,65,0
2020-03-21 15:00,(제주)수산봉 입구,20,4,1,65,0
2020-03-21 15:00,(제주)구엄돌염전,20,4,1,65,0
2020-03-21 15:00,(제주)남두연대,20,4,1,65,0
2020-03-21 15:00,(제주)무수천 숲길,20,4,1,65,0
2020-03-21 15:00,(제주)도두봉,22,3,1,45,0
2020-03-21 15:00,(제주)외도월대,22,3,1,40,0
2020-03-21 15:00,(제주)동문로터리 산지천 마당,23,3,1,45,0
2020-03-21 15:00,(제주)이호테우해변,22,3,1,40,0
2020-03-21 15:00,(제주)레포츠공원,22,3,1,45,0
2020-03-21 15:00,(제주)삼양검은모래해변/불탑사,25,3,1,30,0
2020-03-21 15:00,(제주)제주항,23,3,1,45,0
2020-03-21 15:00,(제주)사라봉/화북포구,23,3,1,45,0
2020-03-21 15:00,(제주)조천 만세동산,24,3,1,35,0
2020-03-21 15:00,(제주)닭머르동산/대섬,24,3,1,35,0
2020-03-21 15:00,추자교/추자항,17,3,1,70,0
2020-03-21 15:00,돈대산,17,3,1,70,0
2020-03-21 15:00,신양항/황경헌의 묘,17,3,1,70,0
2020-03-21 15:00,묵리교차로,17,3,1,70,0
2020-03-21 15:00,추자등대,17,3,1,70,0
2020-03-21 15:00,추자항,17,3,1,70,0
2020-03-21 15:00,(제주)김녕농로/김녕서포구,21,4,1,55,0
2020-03-21 15:00,(제주)북촌포구 등명대/북촌동굴,24,3,1,35,0
2020-03-21 15:00,(제주)너븐숭이 4?3기념관,24,3,1,35,0
2020-03-21 15:00,(제주)함덕 서우봉해변,24,3,1,35,0
2020-03-21 15:00,(제주)신흥 해수욕장,24,3,1,35,0
2020-03-21 15:00,(제주)동복리 마을 운동장,21,4,1,55,0
2020-03-21 15:00,(제주)뱅듸길/제주해녀박물관,21,4,1,55,0
2020-03-21 15:00,(제주)계룡동마을회관,21,4,1,55,0
2020-03-21 15:00,(제주)좌가연대,21,4,1,55,0
2020-03-21 15:00,(제주)행원포구,21,4,1,55,0
2020-03-21 15:00,(제주)월정해수욕장,21,4,1,55,0
2020-03-21 15:00,(제주)환해장성,21,4,1,55,0
2020-03-21 15:00,(제주)김녕서포구,21,4,1,55,0
2020-03-21 15:00,(춘천)봉화대(라데나콘도),18,3,3,40,20
2020-03-21 15:00,(춘천)소양2교,18,3,3,35,20
2020-03-21 15:00,(춘천)당간지주,18,3,3,35,20
2020-03-21 15:00,(춘천)소양강처녀상,18,3,3,35,20
2020-03-21 15:00,(춘천)중도 섬둘레길,18,3,3,35,20
2020-03-21 15:00,(춘천)소양댐,18,3,3,35,20
2020-03-21 15:00,(춘천)황금비늘테마거리,18,3,3,35,20
2020-03-21 15:00,(춘천)근화동배터,18,3,3,35,20
2020-03-21 15:00,(춘천)송암리,19,3,3,40,20
2020-03-21 15:00,(춘천)어린이회관,17,3,3,35,20
2020-03-21 15:00,(춘천)신매대교,18,3,3,35,20
2020-03-21 15:00,(춘천)박사마을 선양탑,18,3,3,35,20
2020-03-21 15:00,(원주)세렴폭포,18,3,3,50,20
2020-03-21 15:00,(원주)구룡사,18,3,3,50,20
2020-03-21 15:00,(원주)비로봉,18,3,3,50,20
2020-03-21 15:00,(원주)입석대,18,3,3,50,20
2020-03-21 15:00,(원주)국형사,19,3,3,40,20
2020-03-21 15:00,(원주)항로봉,19,3,3,40,20
2020-03-21 15:00,(강릉)대관령국사성황사 및 산신당,14,4,3,20,20
2020-03-21 15:00,(강릉)대관령양떼목장,14,4,3,20,20
2020-03-21 15:00,(강릉)선자령,14,4,3,20,20
2020-03-21 15:00,(강릉)임경당(상임경당),18,5,3,20,20
2020-03-21 15:00,(강릉)관음리5층석탑,18,5,3,20,20
2020-03-21 15:00,(강릉)명주군완릉,18,5,3,20,20
2020-03-21 15:00,(강릉)보현사,18,5,3,20,20
2020-03-21 15:00,(강릉)대관령휴게소,14,4,3,20,20
2020-03-21 15:00,(강릉)대공산성,18,5,3,20,20
2020-03-21 15:00,(강릉)오봉서원,18,5,3,20,20
2020-03-21 15:00,(태백)매봉산풍력단지,17,3,3,20,20
2020-03-21 15:00,(태백)용연동굴,17,3,3,20,20
2020-03-21 15:00,(속초)청대산(떡밭재),17,5,3,20,20
2020-03-21 15:00,(속초)엑스포공원 일대,15,5,3,20,20
2020-03-21 15:00,(속초)조양동선사유적지,15,5,3,20,20
2020-03-21 15:00,(홍천)홍천생명건강과학관,19,3,3,40,20
2020-03-21 15:00,(홍천)수타사. 공작산 생태숲,18,3,3,40,20
2020-03-21 15:00,(홍천)가리산자연휴양림,18,3,3,35,20
2020-03-21 15:00,(홍천)자연환경연구공원,19,3,3,40,20
2020-03-21 15:00,(홍천)하이트맥주산업단지,19,3,3,40,20
2020-03-21 15:00,(영월)동강사진박물관,19,3,3,35,20
2020-03-21 15:00,(영월)영흥리,19,3,3,35,20
2020-03-21 15:00,(영월)강원도 탄광문화촌,19,3,3,35,20
2020-03-21 15:00,(영월)선돌,19,3,3,35,20
2020-03-21 15:00,(평창)한국자생식물원,14,4,3,20,20
2020-03-21 15:00,(평창)상원사,17,3,3,30,20
2020-03-21 15:00,(평창)동파골야영장,17,3,3,30,20
2020-03-21 15:00,(평창)월정사,17,3,3,30,20
2020-03-21 15:00,(양구)국토정중앙천문대,18,3,3,30,20
2020-03-21 15:00,(양구)전쟁기념관,15,4,3,35,20
2020-03-21 15:00,(양구)광치자연휴양림,18,3,3,30,20
2020-03-21 15:00,(양구)방산자기박물관,17,3,3,35,20
2020-03-21 15:00,(양구)제4땅굴,15,4,3,35,20
2020-03-21 15:00,(양구)을지전망대,15,4,3,35,20
2020-03-21 15:00,(양구)선사박물관,18,3,3,35,20
2020-03-21 15:00,(양구)박수근미술관,18,3,3,35,20
2020-03-21 15:00,(양구)통일관,18,3,3,35,20
2020-03-21 15:00,(고성)청간정,15,5,3,20,20
2020-03-21 15:00,(고성)건봉사,16,5,3,20,20
2020-03-21 15:00,(고성)화진포 관광지,15,5,3,20,20
2020-03-21 15:00,(인천)아라서해갑문 ,16,3,3,65,20
2020-03-21 15:00,(서울)아라한강갑문,18,3,3,50,20
2020-03-21 15:00,(남양주)팔당대교,18,3,3,35,20
2020-03-21 15:00,(서울)뚝섬 전망콜플렉스,20,3,3,40,20
2020-03-21 15:00,(서울)광나루 자전거공원,19,3,3,40,20
2020-03-21 15:00,(서울)여의도 서강대교 남단,19,3,3,45,20
2020-03-21 15:00,(남양주)북한강철교,18,3,3,35,20
2020-03-21 15:00,(충주)목행교,20,5,4,45,30
2020-03-21 15:00,(여주)이포보,19,3,3,45,20
2020-03-21 15:00,(여주)여주보,19,3,4,45,30
2020-03-21 15:00,(충주)비내섬,19,3,4,45,30
2020-03-21 15:00,(여주)강천보,18,3,4,50,30
2020-03-21 15:00,(남양주)샛터삼거리,17,3,3,40,20
2020-03-21 15:00,(춘천)의암댐,18,3,3,40,20
2020-03-21 15:00,(남양주)밝은 광장,18,3,3,35,20
2020-03-21 15:00,(가평)경강교,18,3,3,45,20
2020-03-21 15:00,(괴산)이화령 휴게소,19,4,4,40,30
2020-03-21 15:00,(문경)불정역,21,3,4,35,30
2020-03-21 15:00,(상주)상풍교,23,3,3,35,20
2020-03-21 15:00,(창녕)합천창녕보,25,2,1,35,0
2020-03-21 15:00,(부산)낙동강 하구둑,18,6,1,60,0
2020-03-21 15:00,(양산)물문화관,20,5,1,50,0
2020-03-21 15:00,(구미)구미보,24,2,1,35,0
2020-03-21 15:00,(칠곡)칠곡보,23,3,1,35,0
2020-03-21 15:00,(고령)달성보,24,2,1,30,0
2020-03-21 15:00,(상주)상주보,22,3,3,35,20
2020-03-21 15:00,(고령)강정고령보,24,2,1,30,0
2020-03-21 15:00,(창녕)창녕함안보,23,2,1,35,0
2020-03-21 15:00,(상주)낙단보,23,3,3,35,20
2020-03-21 15:00,(청양)백제보,20,3,3,55,20
2020-03-21 15:00,(청주)대청댐,20,3,4,40,30
